,year,region,geography,males,females,total
1023,1991,midwest,Kansas,5610.0,293.0,5903.0
1024,1991,midwest,Michigan,34689.0,1734.0,36423.0
1025,1991,midwest,Minnesota,3299.0,173.0,3472.0
1026,1991,midwest,Missouri,15076.0,821.0,15897.0
1027,1991,midwest,Nebraska,2357.0,169.0,2526.0
1028,1991,midwest,North Dakota,461.0,31.0,492.0
1029,1991,midwest,Ohio,33451.0,2293.0,35744.0
1030,1991,midwest,South Dakota,1294.0,80.0,1374.0
1031,1991,midwest,Wisconsin,7506.0,348.0,7854.0
1032,1991,northeast,Connecticut,10317.0,660.0,10977.0
1033,1991,northeast,Maine,1517.0,62.0,1579.0
1034,1991,northeast,Massachusetts,8779.0,636.0,9415.0
1035,1991,northeast,New Hampshire,1460.0,73.0,1533.0
1036,1991,northeast,New Jersey,22376.0,1107.0,23483.0
1037,1991,northeast,New York,54494.0,3368.0,57862.0
1038,1991,northeast,Pennsylvania,22300.0,1088.0,23388.0
1039,1991,northeast,Rhode Island,2576.0,195.0,2771.0
1040,1991,northeast,Vermont,1081.0,37.0,1118.0
1041,1991,south,Alabama,15705.0,1055.0,16760.0
1042,1991,south,Arkansas,7329.0,437.0,7766.0
1043,1991,south,Delaware,3477.0,240.0,3717.0
1044,1991,south,District of Columbia,9701.0,754.0,10455.0
1045,1991,south,Florida,43895.0,2638.0,46533.0
1046,1991,south,Georgia,22347.0,1396.0,23743.0
1047,1991,south,Kentucky,9286.0,513.0,9799.0
1048,1991,south,Louisiana,19092.0,911.0,20003.0
1049,1991,south,Maryland,18360.0,931.0,19291.0
1050,1991,south,Mississippi,8396.0,508.0,8904.0
1051,1991,south,North Carolina,17882.0,1021.0,18903.0
1052,1991,south,Oklahoma,12104.0,1236.0,13340.0
1053,1991,south,South Carolina,17224.0,1045.0,18269.0
1054,1991,south,Tennessee,11015.0,459.0,11474.0
1055,1991,south,Texas,49186.0,2491.0,51677.0
1056,1991,south,Virginia,18789.0,1040.0,19829.0
1057,1991,south,West Virginia,1432.0,70.0,1502.0
1058,1991,west,Alaska,2574.0,132.0,2706.0
1059,1991,west,Arizona,14476.0,939.0,15415.0
1060,1991,west,California,95506.0,6302.0,101808.0
1061,1991,west,Colorado,7939.0,453.0,8392.0
1062,1991,west,Hawaii,2533.0,167.0,2700.0
1063,1991,west,Idaho,2022.0,121.0,2143.0
1064,1991,west,Montana,1405.0,73.0,1478.0
1065,1991,west,Nevada,5370.0,453.0,5823.0
1066,1991,west,New Mexico,2959.0,160.0,3119.0
1067,1991,west,Oregon,6323.0,409.0,6732.0
1068,1991,west,Utah,2505.0,120.0,2625.0
1069,1991,west,Washington,8617.0,539.0,9156.0
1070,1991,west,Wyoming,1042.0,57.0,1099.0
1071,1992,aggregate,Federal,73860.0,6399.0,80259.0
1072,1992,aggregate,Midwest,157579.0,8729.0,166308.0
1073,1992,aggregate,Northeast,130804.0,7340.0,138144.0
1074,1992,aggregate,South,306257.0,17343.0,323600.0
1075,1992,aggregate,State Total,758233.0,44008.0,802241.0
1076,1992,aggregate,U.S. Total,832093.0,50407.0,882500.0
1077,1992,aggregate,West,163593.0,10596.0,174189.0
1078,1992,midwest,Illinois,30184.0,1456.0,31640.0
1079,1992,midwest,Indiana,13207.0,738.0,13945.0
1080,1992,midwest,Iowa,4275.0,243.0,4518.0
1081,1992,midwest,Kansas,5706.0,322.0,6028.0
1082,1992,midwest,Michigan,37271.0,1842.0,39113.0
1083,1992,midwest,Minnesota,3634.0,188.0,3822.0
1084,1992,midwest,Missouri,15276.0,919.0,16195.0
1085,1992,midwest,Nebraska,2341.0,173.0,2514.0
1086,1992,midwest,North Dakota,463.0,14.0,477.0
1087,1992,midwest,Ohio,35959.0,2419.0,38378.0
1088,1992,midwest,South Dakota,1408.0,79.0,1487.0
1089,1992,midwest,Wisconsin,7855.0,336.0,8191.0
1090,1992,northeast,Connecticut,10693.0,710.0,11403.0
1091,1992,northeast,Maine,1459.0,60.0,1519.0
1092,1992,northeast,Massachusetts,9489.0,564.0,10053.0
1093,1992,northeast,New Hampshire,1698.0,79.0,1777.0
1094,1992,northeast,New Jersey,21558.0,1095.0,22653.0
1095,1992,northeast,New York,58237.0,3499.0,61736.0
1096,1992,northeast,Pennsylvania,23868.0,1106.0,24974.0
1097,1992,northeast,Rhode Island,2594.0,181.0,2775.0
1098,1992,northeast,Vermont,1208.0,46.0,1254.0
1099,1992,south,Alabama,16352.0,1101.0,17453.0
1100,1992,south,Arkansas,7821.0,464.0,8285.0
1101,1992,south,Delaware,3791.0,271.0,4062.0
1102,1992,south,District of Columbia,10155.0,720.0,10875.0
1103,1992,south,Florida,45703.0,2599.0,48302.0
1104,1992,south,Georgia,23835.0,1455.0,25290.0
1105,1992,south,Kentucky,9819.0,545.0,10364.0
1106,1992,south,Louisiana,19954.0,1026.0,20980.0
1107,1992,south,Maryland,19023.0,954.0,19977.0
1108,1992,south,Mississippi,8356.0,549.0,8905.0
1109,1992,south,North Carolina,19504.0,950.0,20454.0
1110,1992,south,Oklahoma,13421.0,1400.0,14821.0
1111,1992,south,South Carolina,17516.0,1127.0,18643.0
1112,1992,south,Tennessee,11321.0,528.0,11849.0
1113,1992,south,Texas,58056.0,2411.0,60467.0
1114,1992,south,Virginia,20036.0,1163.0,21199.0
1115,1992,south,West Virginia,1594.0,80.0,1674.0
1116,1992,west,Alaska,2716.0,149.0,2865.0
1117,1992,west,Arizona,15476.0,1001.0,16477.0
1118,1992,west,California,102749.0,6747.0,109496.0
1119,1992,west,Colorado,8470.0,527.0,8997.0
1120,1992,west,Hawaii,2729.0,197.0,2926.0
1121,1992,west,Idaho,2131.0,125.0,2256.0
1122,1992,west,Montana,1465.0,83.0,1548.0
1123,1992,west,Nevada,5611.0,438.0,6049.0
1124,1992,west,New Mexico,3087.0,184.0,3271.0
1125,1992,west,Oregon,6244.0,339.0,6583.0
1126,1992,west,Utah,2575.0,124.0,2699.0
1127,1992,west,Washington,9341.0,618.0,9959.0
1128,1992,west,Wyoming,999.0,64.0,1063.0
1129,1993,aggregate,Federal,82696.0,6891.0,89587.0
1130,1993,aggregate,Midwest,228520.0,15403.0,243923.0
1131,1993,aggregate,Northeast,205737.0,13754.0,219491.0
1132,1993,aggregate,South,539138.0,43713.0,582851.0
1133,1993,aggregate,State Total,1243509.0,95550.0,1339059.0
1134,1993,aggregate,U.S. Total,1331695.0,102850.0,1434545.0
1135,1993,aggregate,West,270114.0,22680.0,292794.0
1136,1993,midwest,Illinois,46289.0,2755.0,49044.0
1137,1993,midwest,Indiana,21345.0,1422.0,22767.0
1138,1993,midwest,Iowa,6094.0,406.0,6500.0
1139,1993,midwest,Kansas,7972.0,552.0,8524.0
1140,1993,midwest,Michigan,48915.0,2882.0,51797.0
1141,1993,midwest,Minnesota,7403.0,451.0,7854.0
1142,1993,midwest,Missouri,19830.0,1378.0,21208.0
1143,1993,midwest,Nebraska,3894.0,304.0,4198.0
1144,1993,midwest,North Dakota,804.0,55.0,859.0
1145,1993,midwest,Ohio,48389.0,3947.0,52336.0
1146,1993,midwest,South Dakota,2022.0,154.0,2176.0
1147,1993,midwest,Wisconsin,15563.0,1097.0,16660.0
1148,1993,northeast,Connecticut,12697.0,994.0,13691.0
1149,1993,northeast,Maine,2077.0,96.0,2173.0
1150,1993,northeast,Massachusetts,17098.0,1009.0,18107.0
1151,1993,northeast,New Hampshire,2679.0,223.0,2902.0
1152,1993,northeast,New Jersey,36733.0,2220.0,38953.0
1153,1993,northeast,New York,88197.0,6181.0,94378.0
1154,1993,northeast,Pennsylvania,42453.0,2828.0,45281.0
1155,1993,northeast,Rhode Island,2628.0,155.0,2783.0
1156,1993,northeast,Vermont,1175.0,48.0,1223.0
1157,1993,south,Alabama,23978.0,1718.0,25696.0
1158,1993,south,Arkansas,10762.0,709.0,11471.0
1159,1993,south,Delaware,3953.0,257.0,4210.0
1160,1993,south,District of Columbia,11667.0,865.0,12532.0
1161,1993,south,Florida,80849.0,6382.0,87231.0
1162,1993,south,Georgia,46966.0,3480.0,50446.0
1163,1993,south,Kentucky,16093.0,1092.0,17185.0
1164,1993,south,Louisiana,36154.0,2522.0,38676.0
1165,1993,south,Maryland,27812.0,1810.0,29622.0
1166,1993,south,Mississippi,13789.0,969.0,14758.0
1167,1993,south,North Carolina,28572.0,1868.0,30440.0
1168,1993,south,Oklahoma,18416.0,2095.0,20511.0
1169,1993,south,South Carolina,22841.0,1576.0,24417.0
1170,1993,south,Tennessee,25364.0,1835.0,27199.0
1171,1993,south,Texas,133870.0,13538.0,147408.0
1172,1993,south,Virginia,34673.0,2800.0,37473.0
1173,1993,south,West Virginia,3379.0,197.0,3576.0
1174,1993,west,Alaska,2611.0,123.0,2734.0
1175,1993,west,Arizona,23245.0,1797.0,25042.0
1176,1993,west,California,174016.0,15233.0,189249.0
1177,1993,west,Colorado,14707.0,1071.0,15778.0
1178,1993,west,Hawaii,2923.0,206.0,3129.0
1179,1993,west,Idaho,3841.0,250.0,4091.0
1180,1993,west,Montana,2078.0,143.0,2221.0
1181,1993,west,Nevada,8568.0,831.0,9399.0
1182,1993,west,New Mexico,6064.0,492.0,6556.0
1183,1993,west,Oregon,9658.0,676.0,10334.0
1184,1993,west,Utah,4480.0,303.0,4783.0
1185,1993,west,Washington,16416.0,1438.0,17854.0
1186,1993,west,Wyoming,1507.0,117.0,1624.0
1187,1994,aggregate,Federal,87894.0,7140.0,95034.0
1188,1994,aggregate,Midwest,173406.0,9936.0,183342.0
1189,1994,aggregate,Northeast,144943.0,8129.0,153072.0
1190,1994,aggregate,South,396423.0,26341.0,422764.0
1191,1994,aggregate,State Total,902412.0,57256.0,959668.0
1192,1994,aggregate,U.S. Total,990306.0,64396.0,1054702.0
1193,1994,aggregate,West,187640.0,12850.0,200490.0
1194,1994,midwest,Illinois,34718.0,1813.0,36531.0
1195,1994,midwest,Indiana,14188.0,826.0,15014.0
1196,1994,midwest,Iowa,5086.0,351.0,5437.0
1197,1994,midwest,Kansas,6027.0,344.0,6371.0
1198,1994,midwest,Michigan,38610.0,2021.0,40631.0
1199,1994,midwest,Minnesota,4338.0,237.0,4575.0
1200,1994,midwest,Missouri,16856.0,1042.0,17898.0
1201,1994,midwest,Nebraska,2535.0,176.0,2711.0
1202,1994,midwest,North Dakota,520.0,16.0,536.0
1203,1994,midwest,Ohio,39313.0,2595.0,41908.0
1204,1994,midwest,South Dakota,1605.0,103.0,1708.0
1205,1994,midwest,Wisconsin,9610.0,412.0,10022.0
1206,1994,northeast,Connecticut,13381.0,999.0,14380.0
1207,1994,northeast,Maine,1426.0,48.0,1474.0
1208,1994,northeast,Massachusetts,10587.0,706.0,11293.0
1209,1994,northeast,New Hampshire,1911.0,110.0,2021.0
1210,1994,northeast,New Jersey,23464.0,1168.0,24632.0
1211,1994,northeast,New York,63175.0,3575.0,66750.0
1212,1994,northeast,Pennsylvania,26980.0,1322.0,28302.0
1213,1994,northeast,Rhode Island,2767.0,152.0,2919.0
1214,1994,northeast,Vermont,1252.0,49.0,1301.0
1215,1994,south,Alabama,18359.0,1214.0,19573.0
1216,1994,south,Arkansas,8388.0,569.0,8957.0
1217,1994,south,Delaware,4184.0,282.0,4466.0
1218,1994,south,District of Columbia,10262.0,687.0,10949.0
1219,1994,south,Florida,54099.0,3064.0,57163.0
1220,1994,south,Georgia,31413.0,2012.0,33425.0
1221,1994,south,Kentucky,10429.0,637.0,11066.0
1222,1994,south,Louisiana,22768.0,1295.0,24063.0
1223,1994,south,Maryland,19959.0,1039.0,20998.0
1224,1994,south,Mississippi,10282.0,648.0,10930.0
1225,1994,south,North Carolina,22465.0,1183.0,23648.0
1226,1994,south,Oklahoma,15024.0,1607.0,16631.0
1227,1994,south,South Carolina,17977.0,1022.0,18999.0
1228,1994,south,Tennessee,13814.0,587.0,14401.0
1229,1994,south,Texas,109356.0,8839.0,118195.0
1230,1994,south,Virginia,25403.0,1565.0,26968.0
1231,1994,south,West Virginia,2241.0,91.0,2332.0
1232,1994,west,Alaska,3074.0,218.0,3292.0
1233,1994,west,Arizona,18473.0,1273.0,19746.0
1234,1994,west,California,117846.0,8245.0,126091.0
1235,1994,west,Colorado,10047.0,670.0,10717.0
1236,1994,west,Hawaii,3076.0,257.0,3333.0
1237,1994,west,Idaho,2639.0,172.0,2811.0
1238,1994,west,Montana,1671.0,93.0,1764.0
1239,1994,west,Nevada,6552.0,441.0,6993.0
1240,1994,west,New Mexico,3521.0,191.0,3712.0
1241,1994,west,Oregon,6557.0,379.0,6936.0
1242,1994,west,Utah,2914.0,131.0,3045.0
1243,1994,west,Washington,10135.0,698.0,10833.0
1244,1994,west,Wyoming,1135.0,82.0,1217.0
1245,1995,aggregate,Federal,92852.0,7398.0,100250.0
1246,1995,aggregate,Midwest,182386.0,10864.0,193250.0
1247,1995,aggregate,Northeast,153648.0,8401.0,162049.0
1248,1995,aggregate,South,426349.0,27366.0,453715.0
1249,1995,aggregate,State Total,964554.0,61070.0,1025624.0
1250,1995,aggregate,U.S. Total,1057406.0,68468.0,1125874.0
1251,1995,aggregate,West,202171.0,14439.0,216610.0
1252,1995,midwest,Illinois,35462.0,2196.0,37658.0
1253,1995,midwest,Indiana,15233.0,892.0,16125.0
1254,1995,midwest,Iowa,5481.0,425.0,5906.0
1255,1995,midwest,Kansas,6605.0,449.0,7054.0
1256,1995,midwest,Michigan,39270.0,1842.0,41112.0
1257,1995,midwest,Minnesota,4629.0,217.0,4846.0
1258,1995,midwest,Missouri,17960.0,1174.0,19134.0
1259,1995,midwest,Nebraska,2863.0,211.0,3074.0
1260,1995,midwest,North Dakota,579.0,29.0,608.0
1261,1995,midwest,Ohio,41870.0,2793.0,44663.0
1262,1995,midwest,South Dakota,1737.0,134.0,1871.0
1263,1995,midwest,Wisconsin,10697.0,502.0,11199.0
1264,1995,northeast,Connecticut,13827.0,975.0,14802.0
1265,1995,northeast,Maine,1360.0,36.0,1396.0
1266,1995,northeast,Massachusetts,11031.0,656.0,11687.0
1267,1995,northeast,New Hampshire,1906.0,109.0,2015.0
1268,1995,northeast,New Jersey,25759.0,1307.0,27066.0
1269,1995,northeast,New York,64871.0,3615.0,68486.0
1270,1995,northeast,Pennsylvania,30914.0,1502.0,32416.0
1271,1995,northeast,Rhode Island,2745.0,157.0,2902.0
1272,1995,northeast,Vermont,1235.0,44.0,1279.0
1273,1995,south,Alabama,19423.0,1295.0,20718.0
1274,1995,south,Arkansas,8387.0,523.0,8910.0
1275,1995,south,Delaware,4478.0,358.0,4836.0
1276,1995,south,District of Columbia,9306.0,494.0,9800.0
1277,1995,south,Florida,60219.0,3660.0,63879.0
1278,1995,south,Georgia,32230.0,2036.0,34266.0
1279,1995,south,Kentucky,11326.0,734.0,12060.0
1280,1995,south,Louisiana,23771.0,1424.0,25195.0
1281,1995,south,Maryland,20374.0,1079.0,21453.0
1282,1995,south,Mississippi,11893.0,791.0,12684.0
1283,1995,south,North Carolina,27501.0,1752.0,29253.0
1284,1995,south,Oklahoma,16336.0,1815.0,18151.0
1285,1995,south,South Carolina,18566.0,1045.0,19611.0
1286,1995,south,Tennessee,14569.0,637.0,15206.0
1287,1995,south,Texas,119831.0,7935.0,127766.0
1288,1995,south,Virginia,25756.0,1659.0,27415.0
1289,1995,south,West Virginia,2383.0,129.0,2512.0
1290,1995,west,Alaska,3279.0,243.0,3522.0
1291,1995,west,Arizona,19909.0,1432.0,21341.0
1292,1995,west,California,126564.0,9082.0,135646.0
1293,1995,west,Colorado,10350.0,713.0,11063.0
1294,1995,west,Hawaii,3248.0,312.0,3560.0
1295,1995,west,Idaho,3116.0,212.0,3328.0
1296,1995,west,Montana,1887.0,112.0,1999.0
1297,1995,west,Nevada,7183.0,530.0,7713.0
1298,1995,west,New Mexico,3800.0,278.0,4078.0
1299,1995,west,Oregon,7421.0,465.0,7886.0
1300,1995,west,Utah,3310.0,161.0,3471.0
1301,1995,west,Washington,10815.0,793.0,11608.0
1302,1995,west,Wyoming,1289.0,106.0,1395.0
1303,1996,aggregate,Federal,97844.0,7700.0,105544.0
1304,1996,aggregate,Midwest,192975.0,11682.0,204657.0
1305,1996,aggregate,Northeast,158951.0,9030.0,167981.0
1306,1996,aggregate,South,439172.0,30080.0,469252.0
1307,1996,aggregate,State Total,1009265.0,67110.0,1076375.0
1308,1996,aggregate,U.S. Total,1107109.0,74810.0,1181919.0
1309,1996,aggregate,West,218167.0,16318.0,234485.0
1310,1996,midwest,Illinois,36603.0,2249.0,38852.0
1311,1996,midwest,Indiana,15952.0,1008.0,16960.0
1312,1996,midwest,Iowa,5872.0,470.0,6342.0
1313,1996,midwest,Kansas,7280.0,476.0,7756.0
1314,1996,midwest,Michigan,40429.0,1920.0,42349.0
1315,1996,midwest,Minnesota,4924.0,234.0,5158.0
1316,1996,midwest,Missouri,20539.0,1464.0,22003.0
1317,1996,midwest,Nebraska,3062.0,225.0,3287.0
1318,1996,midwest,North Dakota,677.0,45.0,722.0
1319,1996,midwest,Ohio,43369.0,2805.0,46174.0
1320,1996,midwest,South Dakota,1922.0,141.0,2063.0
1321,1996,midwest,Wisconsin,12346.0,645.0,12991.0
1322,1996,northeast,Connecticut,15191.0,1380.0,16571.0
1323,1996,northeast,Maine,1378.0,48.0,1426.0
1324,1996,northeast,Massachusetts,11046.0,750.0,11796.0
1325,1996,northeast,New Hampshire,1957.0,105.0,2062.0
1326,1996,northeast,New Jersey,26209.0,1281.0,27490.0
1327,1996,northeast,New York,65981.0,3728.0,69709.0
1328,1996,northeast,Pennsylvania,33060.0,1477.0,34537.0
1329,1996,northeast,Rhode Island,3042.0,229.0,3271.0
1330,1996,northeast,Vermont,1087.0,32.0,1119.0
1331,1996,south,Alabama,20403.0,1357.0,21760.0
1332,1996,south,Arkansas,8859.0,548.0,9407.0
1333,1996,south,Delaware,4731.0,379.0,5110.0
1334,1996,south,District of Columbia,8915.0,461.0,9376.0
1335,1996,south,Florida,60461.0,3302.0,63763.0
1336,1996,south,Georgia,32900.0,2239.0,35139.0
1337,1996,south,Kentucky,12090.0,820.0,12910.0
1338,1996,south,Louisiana,25218.0,1561.0,26779.0
1339,1996,south,Maryland,20995.0,1055.0,22050.0
1340,1996,south,Mississippi,12968.0,891.0,13859.0
1341,1996,south,North Carolina,28779.0,1868.0,30647.0
1342,1996,south,Oklahoma,17653.0,1940.0,19593.0
1343,1996,south,South Carolina,19244.0,1202.0,20446.0
1344,1996,south,Tennessee,14938.0,688.0,15626.0
1345,1996,south,Texas,122450.0,9933.0,132383.0
1346,1996,south,Virginia,25968.0,1687.0,27655.0
1347,1996,south,West Virginia,2600.0,149.0,2749.0
1348,1996,west,Alaska,3446.0,270.0,3716.0
1349,1996,west,Arizona,20978.0,1515.0,22493.0
1350,1996,west,California,135942.0,10107.0,146049.0
1351,1996,west,Colorado,11593.0,845.0,12438.0
1352,1996,west,Hawaii,3626.0,385.0,4011.0
1353,1996,west,Idaho,3561.0,271.0,3832.0
1354,1996,west,Montana,2109.0,121.0,2230.0
1355,1996,west,Nevada,7713.0,612.0,8325.0
1356,1996,west,New Mexico,4346.0,378.0,4724.0
1357,1996,west,Oregon,8090.0,571.0,8661.0
1358,1996,west,Utah,3791.0,211.0,4002.0
1359,1996,west,Washington,11607.0,920.0,12527.0
1360,1996,west,Wyoming,1365.0,112.0,1477.0
1361,1997,aggregate,Federal,104667.0,8306.0,112973.0
1362,1997,aggregate,Midwest,205273.0,12765.0,218038.0
1363,1997,aggregate,Northeast,161082.0,8968.0,170050.0
1364,1997,aggregate,South,458832.0,31661.0,490493.0
1365,1997,aggregate,State Total,1056801.0,70885.0,1127686.0
1366,1997,aggregate,U.S. Total,1161468.0,79191.0,1240659.0
1367,1997,aggregate,West,231614.0,17491.0,249105.0
1368,1997,midwest,Illinois,38358.0,2430.0,40788.0
1369,1997,midwest,Indiana,16832.0,1071.0,17903.0
1370,1997,midwest,Iowa,6410.0,528.0,6938.0
1371,1997,midwest,Kansas,7435.0,476.0,7911.0
1372,1997,midwest,Michigan,42715.0,2056.0,44771.0
1373,1997,midwest,Minnesota,5068.0,258.0,5326.0
1374,1997,midwest,Missouri,22001.0,1663.0,23664.0
1375,1997,midwest,Nebraska,3180.0,222.0,3402.0
1376,1997,midwest,North Dakota,735.0,62.0,797.0
1377,1997,midwest,Ohio,45174.0,2842.0,48016.0
1378,1997,midwest,South Dakota,2073.0,169.0,2242.0
1379,1997,midwest,Wisconsin,15292.0,988.0,16280.0
1380,1997,northeast,Connecticut,15840.0,1401.0,17241.0
1381,1997,northeast,Maine,1558.0,62.0,1620.0
1382,1997,northeast,Massachusetts,11214.0,733.0,11947.0
1383,1997,northeast,New Hampshire,2059.0,109.0,2168.0
1384,1997,northeast,New Jersey,26957.0,1404.0,28361.0
1385,1997,northeast,New York,65539.0,3569.0,69108.0
1386,1997,northeast,Pennsylvania,33540.0,1424.0,34964.0
1387,1997,northeast,Rhode Island,3158.0,213.0,3371.0
1388,1997,northeast,Vermont,1217.0,53.0,1270.0
1389,1997,south,Alabama,20930.0,1360.0,22290.0
1390,1997,south,Arkansas,9410.0,611.0,10021.0
1391,1997,south,Delaware,5052.0,383.0,5435.0
1392,1997,south,District of Columbia,8946.0,407.0,9353.0
1393,1997,south,Florida,61207.0,3419.0,64626.0
1394,1997,south,Georgia,34223.0,2282.0,36505.0
1395,1997,south,Kentucky,13548.0,1052.0,14600.0
1396,1997,south,Louisiana,27397.0,1868.0,29265.0
1397,1997,south,Maryland,21124.0,1108.0,22232.0
1398,1997,south,Mississippi,13334.0,962.0,14296.0
1399,1997,south,North Carolina,29752.0,1860.0,31612.0
1400,1997,south,Oklahoma,18489.0,2053.0,20542.0
1401,1997,south,South Carolina,19871.0,1302.0,21173.0
1402,1997,south,Tennessee,15861.0,798.0,16659.0
1403,1997,south,Texas,130051.0,10300.0,140351.0
1404,1997,south,Virginia,26675.0,1710.0,28385.0
1405,1997,south,West Virginia,2962.0,186.0,3148.0
1406,1997,west,Alaska,3861.0,304.0,4165.0
1407,1997,west,Arizona,21924.0,1560.0,23484.0
1408,1997,west,California,144876.0,10914.0,155790.0
1409,1997,west,Colorado,12512.0,949.0,13461.0
1410,1997,west,Hawaii,4460.0,518.0,4978.0
1411,1997,west,Idaho,3648.0,263.0,3911.0
1412,1997,west,Montana,2350.0,191.0,2541.0
1413,1997,west,Nevada,8329.0,695.0,9024.0
1414,1997,west,New Mexico,4314.0,374.0,4688.0
1415,1997,west,Oregon,7549.0,450.0,7999.0
1416,1997,west,Utah,4088.0,213.0,4301.0
1417,1997,west,Washington,12290.0,924.0,13214.0
1418,1997,west,Wyoming,1413.0,136.0,1549.0
1419,1998,aggregate,Federal,113855.0,9186.0,123041.0
1420,1998,aggregate,Midwest,214616.0,13710.0,228326.0
1421,1998,aggregate,Northeast,166490.0,9281.0,175771.0
1422,1998,aggregate,South,479360.0,33262.0,512622.0
1423,1998,aggregate,State Total,1101114.0,74941.0,1176055.0
1424,1998,aggregate,U.S. Total,1214969.0,84127.0,1299096.0
1425,1998,aggregate,West,240648.0,18688.0,259336.0
1426,1998,midwest,Illinois,40405.0,2646.0,43051.0
1427,1998,midwest,Indiana,17999.0,1198.0,19197.0
1428,1998,midwest,Iowa,6903.0,491.0,7394.0
1429,1998,midwest,Kansas,7660.0,523.0,8183.0
1430,1998,midwest,Michigan,43827.0,2052.0,45879.0
1431,1998,midwest,Minnesota,5284.0,288.0,5572.0
1432,1998,midwest,Missouri,23094.0,1880.0,24974.0
1433,1998,midwest,Nebraska,3427.0,249.0,3676.0
1434,1998,midwest,North Dakota,846.0,69.0,915.0
1435,1998,midwest,Ohio,45538.0,2912.0,48450.0
1436,1998,midwest,South Dakota,2219.0,203.0,2422.0
1437,1998,midwest,Wisconsin,17414.0,1199.0,18613.0
1438,1998,northeast,Connecticut,16248.0,1357.0,17605.0
1439,1998,northeast,Maine,1678.0,103.0,1781.0
1440,1998,northeast,Massachusetts,11053.0,746.0,11799.0
1441,1998,northeast,New Hampshire,2053.0,116.0,2169.0
1442,1998,northeast,New Jersey,29468.0,1653.0,31121.0
1443,1998,northeast,New York,66499.0,3502.0,70001.0
1444,1998,northeast,Pennsylvania,34860.0,1517.0,36377.0
1445,1998,northeast,Rhode Island,3210.0,235.0,3445.0
1446,1998,northeast,Vermont,1421.0,52.0,1473.0
1447,1998,south,Alabama,21215.0,1461.0,22676.0
1448,1998,south,Arkansas,9942.0,696.0,10638.0
1449,1998,south,Delaware,5118.0,440.0,5558.0
1450,1998,south,District of Columbia,9470.0,359.0,9829.0
1451,1998,south,Florida,63698.0,3526.0,67224.0
1452,1998,south,Georgia,36788.0,2474.0,39262.0
1453,1998,south,Kentucky,13941.0,1046.0,14987.0
1454,1998,south,Louisiana,30048.0,2180.0,32228.0
1455,1998,south,Maryland,21432.0,1140.0,22572.0
1456,1998,south,Mississippi,15465.0,1213.0,16678.0
1457,1998,south,North Carolina,30023.0,1938.0,31961.0
1458,1998,south,Oklahoma,18801.0,2091.0,20892.0
1459,1998,south,South Carolina,20703.0,1412.0,22115.0
1460,1998,south,Tennessee,16852.0,886.0,17738.0
1461,1998,south,Texas,134178.0,10332.0,144510.0
1462,1998,south,Virginia,28419.0,1857.0,30276.0
1463,1998,south,West Virginia,3267.0,211.0,3478.0
1464,1998,west,Alaska,3795.0,302.0,4097.0
1465,1998,west,Arizona,23531.0,1780.0,25311.0
1466,1998,west,California,148600.0,11527.0,160127.0
1467,1998,west,Colorado,13242.0,1070.0,14312.0
1468,1998,west,Hawaii,4494.0,430.0,4924.0
1469,1998,west,Idaho,3762.0,321.0,4083.0
1470,1998,west,Montana,2486.0,248.0,2734.0
1471,1998,west,Nevada,8908.0,743.0,9651.0
1472,1998,west,New Mexico,4670.0,315.0,4985.0
1473,1998,west,Oregon,8404.0,523.0,8927.0
1474,1998,west,Utah,4173.0,280.0,4453.0
1475,1998,west,Washington,13143.0,1018.0,14161.0
1476,1998,west,Wyoming,1440.0,131.0,1571.0
1477,1999,aggregate,Federal,125333.0,9913.0,135246.0
1478,1999,aggregate,Midwest,305621.0,24934.0,330555.0
1479,1999,aggregate,Northeast,251717.0,18423.0,270140.0
1480,1999,aggregate,South,763801.0,69598.0,833399.0
1481,1999,aggregate,State Total,1685659.0,148739.0,1834398.0
1482,1999,aggregate,U.S. Total,1821447.0,159406.0,1980853.0
1483,1999,aggregate,West,364520.0,35784.0,400304.0
1484,1999,midwest,Illinois,57025.0,4515.0,61540.0
1485,1999,midwest,Indiana,29779.0,2317.0,32096.0
1486,1999,midwest,Iowa,9361.0,869.0,10230.0
1487,1999,midwest,Kansas,11947.0,998.0,12945.0
1488,1999,midwest,Michigan,58500.0,3746.0,62246.0
1489,1999,midwest,Minnesota,10119.0,852.0,10971.0
1490,1999,midwest,Missouri,30292.0,2803.0,33095.0
1491,1999,midwest,Nebraska,5403.0,474.0,5877.0
1492,1999,midwest,North Dakota,1410.0,121.0,1531.0
1493,1999,midwest,Ohio,58479.0,5001.0,63480.0
1494,1999,midwest,South Dakota,3196.0,374.0,3570.0
1495,1999,midwest,Wisconsin,30110.0,2864.0,32974.0
1496,1999,northeast,Connecticut,17180.0,1459.0,18639.0
1497,1999,northeast,Maine,2664.0,165.0,2829.0
1498,1999,northeast,Massachusetts,20905.0,1225.0,22130.0
1499,1999,northeast,New Hampshire,3628.0,221.0,3849.0
1500,1999,northeast,New Jersey,44684.0,3639.0,48323.0
1501,1999,northeast,New York,99397.0,6913.0,106310.0
1502,1999,northeast,Pennsylvania,58967.0,4554.0,63521.0
1503,1999,northeast,Rhode Island,2815.0,188.0,3003.0
1504,1999,northeast,Vermont,1477.0,59.0,1536.0
1505,1999,south,Alabama,33217.0,2859.0,36076.0
1506,1999,south,Arkansas,14837.0,1410.0,16247.0
