,year,region,geography,males,females,total
515,1982,northeast,New York,27127.0,818.0,27945.0
516,1982,northeast,Pennsylvania,10180.0,328.0,10508.0
517,1982,northeast,Rhode Island,1013.0,24.0,1037.0
518,1982,northeast,Vermont,582.0,17.0,599.0
519,1982,south,Alabama,8757.0,476.0,9233.0
520,1982,south,Arkansas,3755.0,167.0,3922.0
521,1982,south,Delaware,1969.0,99.0,2068.0
522,1982,south,District of Columbia,3902.0,179.0,4081.0
523,1982,south,Florida,26584.0,1246.0,27830.0
524,1982,south,Georgia,13745.0,660.0,14405.0
525,1982,south,Kentucky,3872.0,159.0,4031.0
526,1982,south,Louisiana,10514.0,416.0,10930.0
527,1982,south,Maryland,11251.0,366.0,11617.0
528,1982,south,Mississippi,5298.0,186.0,5484.0
529,1982,south,North Carolina,15873.0,696.0,16569.0
530,1982,south,Oklahoma,6174.0,326.0,6500.0
531,1982,south,South Carolina,8732.0,405.0,9137.0
532,1982,south,Tennessee,7489.0,380.0,7869.0
533,1982,south,Texas,34472.0,1677.0,36149.0
534,1982,south,Virginia,9715.0,364.0,10079.0
535,1982,south,West Virginia,1500.0,47.0,1547.0
536,1982,west,Alaska,1276.0,46.0,1322.0
537,1982,west,Arizona,5788.0,281.0,6069.0
538,1982,west,California,32987.0,1653.0,34640.0
539,1982,west,Colorado,2923.0,119.0,3042.0
540,1982,west,Hawaii,1386.0,75.0,1461.0
541,1982,west,Idaho,1013.0,31.0,1044.0
542,1982,west,Montana,885.0,29.0,914.0
543,1982,west,Nevada,2634.0,119.0,2753.0
544,1982,west,New Mexico,1635.0,83.0,1718.0
545,1982,west,Oregon,3760.0,140.0,3900.0
546,1982,west,Utah,1169.0,47.0,1216.0
547,1982,west,Washington,6018.0,246.0,6264.0
548,1982,west,Wyoming,674.0,28.0,702.0
549,1983,aggregate,Federal,30172.0,1754.0,31926.0
550,1983,aggregate,Midwest,115252.0,6139.0,121391.0
551,1983,aggregate,Northeast,97073.0,4201.0,101274.0
552,1983,aggregate,South,261384.0,13834.0,275218.0
553,1983,aggregate,State Total,595445.0,33035.0,628480.0
554,1983,aggregate,U.S. Total,417835.0,19020.0,436855.0
555,1983,aggregate,West,121736.0,8861.0,130597.0
556,1983,midwest,Illinois,23506.0,938.0,24444.0
557,1983,midwest,Indiana,12266.0,629.0,12895.0
558,1983,midwest,Iowa,3498.0,155.0,3653.0
559,1983,midwest,Kansas,4744.0,289.0,5033.0
560,1983,midwest,Michigan,20914.0,1233.0,22147.0
561,1983,midwest,Minnesota,3895.0,172.0,4067.0
562,1983,midwest,Missouri,11316.0,570.0,11886.0
563,1983,midwest,Nebraska,2367.0,106.0,2473.0
564,1983,midwest,North Dakota,622.0,31.0,653.0
565,1983,midwest,Ohio,23579.0,1544.0,25123.0
566,1983,midwest,South Dakota,1074.0,68.0,1142.0
567,1983,midwest,Wisconsin,7471.0,404.0,7875.0
568,1983,northeast,Connecticut,5193.0,281.0,5474.0
569,1983,northeast,Maine,1596.0,46.0,1642.0
570,1983,northeast,Massachusetts,7545.0,241.0,7786.0
571,1983,northeast,New Hampshire,916.0,38.0,954.0
572,1983,northeast,New Jersey,14446.0,717.0,15163.0
573,1983,northeast,New York,44779.0,1885.0,46664.0
574,1983,northeast,Pennsylvania,20990.0,947.0,21937.0
575,1983,northeast,Rhode Island,1120.0,37.0,1157.0
576,1983,northeast,Vermont,488.0,9.0,497.0
577,1983,south,Alabama,13591.0,729.0,14320.0
578,1983,south,Arkansas,5558.0,290.0,5848.0
579,1983,south,Delaware,2091.0,107.0,2198.0
580,1983,south,District of Columbia,6687.0,500.0,7187.0
581,1983,south,Florida,38643.0,2359.0,41002.0
582,1983,south,Georgia,24267.0,1305.0,25572.0
583,1983,south,Kentucky,8052.0,432.0,8484.0
584,1983,south,Louisiana,20325.0,994.0,21319.0
585,1983,south,Maryland,16551.0,674.0,17225.0
586,1983,south,Mississippi,7755.0,329.0,8084.0
587,1983,south,North Carolina,18111.0,780.0,18891.0
588,1983,south,Oklahoma,9065.0,630.0,9695.0
589,1983,south,South Carolina,11722.0,544.0,12266.0
590,1983,south,Tennessee,13417.0,789.0,14206.0
591,1983,south,Texas,48004.0,2479.0,50483.0
592,1983,south,Virginia,15029.0,783.0,15812.0
593,1983,south,West Virginia,2516.0,110.0,2626.0
594,1983,west,Alaska,1589.0,79.0,1668.0
595,1983,west,Arizona,9322.0,507.0,9829.0
596,1983,west,California,74665.0,6428.0,81093.0
597,1983,west,Colorado,5699.0,292.0,5991.0
598,1983,west,Hawaii,1591.0,109.0,1700.0
599,1983,west,Idaho,1710.0,81.0,1791.0
600,1983,west,Montana,1248.0,60.0,1308.0
601,1983,west,Nevada,3871.0,257.0,4128.0
602,1983,west,New Mexico,3179.0,144.0,3323.0
603,1983,west,Oregon,5970.0,286.0,6256.0
604,1983,west,Utah,2085.0,95.0,2180.0
605,1983,west,Washington,9806.0,462.0,10268.0
606,1983,west,Wyoming,1001.0,61.0,1062.0
607,1984,aggregate,Federal,32267.0,1996.0,34263.0
608,1984,aggregate,Midwest,81827.0,3837.0,85664.0
609,1984,aggregate,Northeast,67999.0,2499.0,70498.0
610,1984,aggregate,South,183706.0,8559.0,192265.0
611,1984,aggregate,State Total,408941.0,18798.0,427739.0
612,1984,aggregate,U.S. Total,441208.0,20794.0,462002.0
613,1984,aggregate,West,75409.0,3903.0,79312.0
614,1984,midwest,Illinois,16479.0,635.0,17114.0
615,1984,midwest,Indiana,8933.0,395.0,9328.0
616,1984,midwest,Iowa,2733.0,103.0,2836.0
617,1984,midwest,Kansas,4009.0,235.0,4244.0
618,1984,midwest,Michigan,13921.0,683.0,14604.0
619,1984,midwest,Minnesota,2088.0,79.0,2167.0
620,1984,midwest,Missouri,8425.0,345.0,8770.0
621,1984,midwest,Nebraska,1582.0,73.0,1655.0
622,1984,midwest,North Dakota,420.0,12.0,432.0
623,1984,midwest,Ohio,17601.0,1018.0,18619.0
624,1984,midwest,South Dakota,889.0,32.0,921.0
625,1984,midwest,Wisconsin,4747.0,227.0,4974.0
626,1984,northeast,Connecticut,5431.0,287.0,5718.0
627,1984,northeast,Maine,1005.0,27.0,1032.0
628,1984,northeast,Massachusetts,4619.0,264.0,4883.0
629,1984,northeast,New Hampshire,567.0,14.0,581.0
630,1984,northeast,New Jersey,9995.0,368.0,10363.0
631,1984,northeast,New York,32091.0,1018.0,33109.0
632,1984,northeast,Pennsylvania,12615.0,475.0,13090.0
633,1984,northeast,Rhode Island,1188.0,33.0,1221.0
634,1984,northeast,Vermont,488.0,13.0,501.0
635,1984,south,Alabama,9961.0,521.0,10482.0
636,1984,south,Arkansas,4286.0,196.0,4482.0
637,1984,south,Delaware,2095.0,107.0,2202.0
638,1984,south,District of Columbia,4315.0,206.0,4521.0
639,1984,south,Florida,25764.0,1150.0,26914.0
640,1984,south,Georgia,14641.0,763.0,15404.0
641,1984,south,Kentucky,4617.0,203.0,4820.0
642,1984,south,Louisiana,13051.0,608.0,13659.0
643,1984,south,Maryland,12683.0,441.0,13124.0
644,1984,south,Mississippi,5855.0,260.0,6115.0
645,1984,south,North Carolina,15669.0,702.0,16371.0
646,1984,south,Oklahoma,7400.0,472.0,7872.0
647,1984,south,South Carolina,9455.0,437.0,9892.0
648,1984,south,Tennessee,6993.0,314.0,7307.0
649,1984,south,Texas,34987.0,1695.0,36682.0
650,1984,south,Virginia,10406.0,433.0,10839.0
651,1984,south,West Virginia,1528.0,51.0,1579.0
652,1984,west,Alaska,1888.0,79.0,1967.0
653,1984,west,Arizona,7482.0,363.0,7845.0
654,1984,west,California,40892.0,2305.0,43197.0
655,1984,west,Colorado,3091.0,140.0,3231.0
656,1984,west,Hawaii,1858.0,107.0,1965.0
657,1984,west,Idaho,1203.0,50.0,1253.0
658,1984,west,Montana,929.0,35.0,964.0
659,1984,west,Nevada,3260.0,228.0,3488.0
660,1984,west,New Mexico,2044.0,85.0,2129.0
661,1984,west,Oregon,4054.0,170.0,4224.0
662,1984,west,Utah,1456.0,48.0,1504.0
663,1984,west,Washington,6567.0,254.0,6821.0
664,1984,west,Wyoming,685.0,39.0,724.0
665,1985,aggregate,Federal,37819.0,2404.0,40223.0
666,1985,aggregate,Midwest,91260.0,4317.0,95577.0
667,1985,aggregate,Northeast,72878.0,2713.0,75591.0
668,1985,aggregate,South,193367.0,8987.0,202354.0
669,1985,aggregate,State Total,441540.0,20744.0,462284.0
670,1985,aggregate,U.S. Total,479359.0,23148.0,502507.0
671,1985,aggregate,West,84035.0,4727.0,88762.0
672,1985,midwest,Illinois,17961.0,673.0,18634.0
673,1985,midwest,Indiana,9605.0,451.0,10056.0
674,1985,midwest,Iowa,2577.0,110.0,2687.0
675,1985,midwest,Kansas,4459.0,273.0,4732.0
676,1985,midwest,Michigan,16941.0,814.0,17755.0
677,1985,midwest,Minnesota,2252.0,91.0,2343.0
678,1985,midwest,Missouri,9415.0,381.0,9796.0
679,1985,midwest,Nebraska,1744.0,70.0,1814.0
680,1985,midwest,North Dakota,413.0,9.0,422.0
681,1985,midwest,Ohio,19711.0,1153.0,20864.0
682,1985,midwest,South Dakota,1008.0,41.0,1049.0
683,1985,midwest,Wisconsin,5174.0,251.0,5425.0
684,1985,northeast,Connecticut,5826.0,323.0,6149.0
685,1985,northeast,Maine,1285.0,32.0,1317.0
686,1985,northeast,Massachusetts,5079.0,311.0,5390.0
687,1985,northeast,New Hampshire,665.0,18.0,683.0
688,1985,northeast,New Jersey,10947.0,388.0,11335.0
689,1985,northeast,New York,33422.0,1085.0,34507.0
690,1985,northeast,Pennsylvania,13727.0,500.0,14227.0
691,1985,northeast,Rhode Island,1267.0,39.0,1306.0
692,1985,northeast,Vermont,660.0,17.0,677.0
693,1985,south,Alabama,10453.0,562.0,11015.0
694,1985,south,Arkansas,4394.0,217.0,4611.0
695,1985,south,Delaware,2422.0,131.0,2553.0
696,1985,south,District of Columbia,6176.0,228.0,6404.0
697,1985,south,Florida,27296.0,1304.0,28600.0
698,1985,south,Georgia,15427.0,835.0,16262.0
699,1985,south,Kentucky,4768.0,213.0,4981.0
700,1985,south,Louisiana,13280.0,610.0,13890.0
701,1985,south,Maryland,12594.0,411.0,13005.0
702,1985,south,Mississippi,6103.0,289.0,6392.0
703,1985,south,North Carolina,16597.0,747.0,17344.0
704,1985,south,Oklahoma,7823.0,507.0,8330.0
705,1985,south,South Carolina,10009.0,501.0,10510.0
706,1985,south,Tennessee,6825.0,302.0,7127.0
707,1985,south,Texas,35938.0,1594.0,37532.0
708,1985,south,Virginia,11604.0,469.0,12073.0
709,1985,south,West Virginia,1658.0,67.0,1725.0
710,1985,west,Alaska,2207.0,122.0,2329.0
711,1985,west,Arizona,8134.0,397.0,8531.0
712,1985,west,California,47248.0,2910.0,50158.0
713,1985,west,Colorado,3238.0,148.0,3386.0
714,1985,west,Hawaii,1963.0,148.0,2111.0
715,1985,west,Idaho,1293.0,51.0,1344.0
716,1985,west,Montana,1090.0,39.0,1129.0
717,1985,west,Nevada,3512.0,259.0,3771.0
718,1985,west,New Mexico,2187.0,126.0,2313.0
719,1985,west,Oregon,4188.0,188.0,4376.0
720,1985,west,Utah,1570.0,63.0,1633.0
721,1985,west,Washington,6689.0,230.0,6919.0
722,1985,west,Wyoming,716.0,46.0,762.0
723,1986,aggregate,Federal,41575.0,2833.0,44408.0
724,1986,aggregate,Midwest,98211.0,4800.0,103011.0
725,1986,aggregate,Northeast,79203.0,3161.0,82364.0
726,1986,aggregate,South,204087.0,10204.0,214291.0
727,1986,aggregate,State Total,476866.0,23698.0,500564.0
728,1986,aggregate,U.S. Total,518441.0,26531.0,544972.0
729,1986,aggregate,West,95365.0,5533.0,100898.0
730,1986,midwest,Illinois,18692.0,764.0,19456.0
731,1986,midwest,Indiana,9771.0,404.0,10175.0
732,1986,midwest,Iowa,2653.0,124.0,2777.0
733,1986,midwest,Kansas,5048.0,297.0,5345.0
734,1986,midwest,Michigan,19724.0,1018.0,20742.0
735,1986,midwest,Minnesota,2365.0,97.0,2462.0
736,1986,midwest,Missouri,9856.0,453.0,10309.0
737,1986,midwest,Nebraska,1959.0,85.0,2044.0
738,1986,midwest,North Dakota,410.0,11.0,421.0
739,1986,midwest,Ohio,21250.0,1213.0,22463.0
740,1986,midwest,South Dakota,1032.0,49.0,1081.0
741,1986,midwest,Wisconsin,5451.0,285.0,5736.0
742,1986,northeast,Connecticut,6510.0,395.0,6905.0
743,1986,northeast,Maine,1289.0,27.0,1316.0
744,1986,northeast,Massachusetts,5310.0,326.0,5636.0
745,1986,northeast,New Hampshire,760.0,22.0,782.0
746,1986,northeast,New Jersey,11603.0,417.0,12020.0
747,1986,northeast,New York,37123.0,1326.0,38449.0
748,1986,northeast,Pennsylvania,14610.0,591.0,15201.0
749,1986,northeast,Rhode Island,1312.0,46.0,1358.0
750,1986,northeast,Vermont,686.0,11.0,697.0
751,1986,south,Alabama,11094.0,616.0,11710.0
752,1986,south,Arkansas,4477.0,224.0,4701.0
753,1986,south,Delaware,2677.0,156.0,2833.0
754,1986,south,District of Columbia,6369.0,249.0,6618.0
755,1986,south,Florida,30602.0,1635.0,32237.0
756,1986,south,Georgia,16025.0,897.0,16922.0
757,1986,south,Kentucky,5067.0,221.0,5288.0
758,1986,south,Louisiana,13673.0,627.0,14300.0
759,1986,south,Maryland,12882.0,444.0,13326.0
760,1986,south,Mississippi,6443.0,304.0,6747.0
761,1986,south,North Carolina,16868.0,830.0,17698.0
762,1986,south,Oklahoma,9021.0,687.0,9708.0
763,1986,south,South Carolina,11075.0,601.0,11676.0
764,1986,south,Tennessee,7178.0,413.0,7591.0
765,1986,south,Texas,36789.0,1745.0,38534.0
766,1986,south,Virginia,12442.0,488.0,12930.0
767,1986,south,West Virginia,1405.0,67.0,1472.0
768,1986,west,Alaska,2344.0,116.0,2460.0
769,1986,west,Arizona,8948.0,486.0,9434.0
770,1986,west,California,55920.0,3564.0,59484.0
771,1986,west,Colorado,3627.0,177.0,3804.0
772,1986,west,Hawaii,2044.0,136.0,2180.0
773,1986,west,Idaho,1387.0,61.0,1448.0
774,1986,west,Montana,1069.0,42.0,1111.0
775,1986,west,Nevada,4326.0,225.0,4551.0
776,1986,west,New Mexico,2273.0,143.0,2416.0
777,1986,west,Oregon,4532.0,238.0,4770.0
778,1986,west,Utah,1704.0,72.0,1776.0
779,1986,west,Washington,6381.0,222.0,6603.0
780,1986,west,Wyoming,810.0,51.0,861.0
781,1987,aggregate,Federal,45273.0,3027.0,48300.0
782,1987,aggregate,Midwest,105779.0,5344.0,111123.0
783,1987,aggregate,Northeast,87455.0,3755.0,91210.0
784,1987,aggregate,South,212297.0,10528.0,222825.0
785,1987,aggregate,State Total,510688.0,26096.0,536784.0
786,1987,aggregate,U.S. Total,555961.0,29123.0,585084.0
787,1987,aggregate,West,105157.0,6469.0,111626.0
788,1987,midwest,Illinois,19071.0,779.0,19850.0
789,1987,midwest,Indiana,10336.0,491.0,10827.0
790,1987,midwest,Iowa,2729.0,122.0,2851.0
791,1987,midwest,Kansas,5505.0,276.0,5781.0
792,1987,midwest,Michigan,22696.0,1183.0,23879.0
793,1987,midwest,Minnesota,2431.0,115.0,2546.0
794,1987,midwest,Missouri,10728.0,629.0,11357.0
795,1987,midwest,Nebraska,1991.0,95.0,2086.0
796,1987,midwest,North Dakota,423.0,7.0,430.0
797,1987,midwest,Ohio,22945.0,1295.0,24240.0
798,1987,midwest,South Dakota,1080.0,53.0,1133.0
799,1987,midwest,Wisconsin,5844.0,299.0,6143.0
800,1987,northeast,Connecticut,7059.0,452.0,7511.0
801,1987,northeast,Maine,1270.0,29.0,1299.0
802,1987,northeast,Massachusetts,5859.0,409.0,6268.0
803,1987,northeast,New Hampshire,849.0,18.0,867.0
804,1987,northeast,New Jersey,15382.0,587.0,15969.0
805,1987,northeast,New York,39355.0,1487.0,40842.0
806,1987,northeast,Pennsylvania,15588.0,679.0,16267.0
807,1987,northeast,Rhode Island,1348.0,80.0,1428.0
808,1987,northeast,Vermont,745.0,14.0,759.0
809,1987,south,Alabama,12095.0,732.0,12827.0
810,1987,south,Arkansas,5179.0,262.0,5441.0
811,1987,south,Delaware,2816.0,166.0,2982.0
812,1987,south,District of Columbia,7295.0,350.0,7645.0
813,1987,south,Florida,30764.0,1681.0,32445.0
814,1987,south,Georgia,17647.0,928.0,18575.0
815,1987,south,Kentucky,6144.0,293.0,6437.0
816,1987,south,Louisiana,14702.0,673.0,15375.0
817,1987,south,Maryland,13010.0,457.0,13467.0
818,1987,south,Mississippi,6557.0,323.0,6880.0
819,1987,south,North Carolina,16410.0,808.0,17218.0
820,1987,south,Oklahoma,8945.0,694.0,9639.0
821,1987,south,South Carolina,12003.0,661.0,12664.0
822,1987,south,Tennessee,7249.0,390.0,7639.0
823,1987,south,Texas,37279.0,1542.0,38821.0
824,1987,south,Virginia,12822.0,499.0,13321.0
825,1987,south,West Virginia,1380.0,69.0,1449.0
826,1987,west,Alaska,2408.0,120.0,2528.0
827,1987,west,Arizona,10339.0,609.0,10948.0
828,1987,west,California,62823.0,4152.0,66975.0
829,1987,west,Colorado,4565.0,243.0,4808.0
830,1987,west,Hawaii,2106.0,158.0,2264.0
831,1987,west,Idaho,1359.0,76.0,1435.0
832,1987,west,Montana,1160.0,47.0,1207.0
833,1987,west,Nevada,4153.0,281.0,4434.0
834,1987,west,New Mexico,2533.0,137.0,2670.0
835,1987,west,Oregon,5152.0,305.0,5457.0
836,1987,west,Utah,1778.0,75.0,1853.0
837,1987,west,Washington,5911.0,220.0,6131.0
838,1987,west,Wyoming,870.0,46.0,916.0
839,1988,aggregate,Federal,46686.0,3242.0,49928.0
840,1988,aggregate,Midwest,161390.0,9638.0,171028.0
841,1988,aggregate,Northeast,147705.0,9088.0,156793.0
842,1988,aggregate,South,354229.0,23441.0,377670.0
843,1988,aggregate,State Total,861468.0,59773.0,921241.0
844,1988,aggregate,U.S. Total,594996.0,32604.0,627600.0
845,1988,aggregate,West,198144.0,17606.0,215750.0
846,1988,midwest,Illinois,29515.0,1457.0,30972.0
847,1988,midwest,Indiana,15774.0,867.0,16641.0
848,1988,midwest,Iowa,3852.0,218.0,4070.0
849,1988,midwest,Kansas,7312.0,411.0,7723.0
850,1988,midwest,Michigan,34966.0,2050.0,37016.0
851,1988,midwest,Minnesota,5705.0,321.0,6026.0
852,1988,midwest,Missouri,15391.0,939.0,16330.0
853,1988,midwest,Nebraska,3103.0,209.0,3312.0
854,1988,midwest,North Dakota,720.0,34.0,754.0
855,1988,midwest,Ohio,33240.0,2382.0,35622.0
856,1988,midwest,South Dakota,1452.0,90.0,1542.0
857,1988,midwest,Wisconsin,10360.0,660.0,11020.0
858,1988,northeast,Connecticut,7455.0,550.0,8005.0
859,1988,northeast,Maine,1883.0,63.0,1946.0
860,1988,northeast,Massachusetts,11740.0,471.0,12211.0
861,1988,northeast,New Hampshire,1744.0,64.0,1808.0
862,1988,northeast,New Jersey,26473.0,1587.0,28060.0
863,1988,northeast,New York,66040.0,4448.0,70488.0
864,1988,northeast,Pennsylvania,29796.0,1753.0,31549.0
865,1988,northeast,Rhode Island,1782.0,124.0,1906.0
866,1988,northeast,Vermont,792.0,28.0,820.0
867,1988,south,Alabama,16327.0,1102.0,17429.0
868,1988,south,Arkansas,7085.0,428.0,7513.0
869,1988,south,Delaware,3020.0,177.0,3197.0
870,1988,south,District of Columbia,9668.0,856.0,10524.0
871,1988,south,Florida,58181.0,4787.0,62968.0
872,1988,south,Georgia,34222.0,2047.0,36269.0
873,1988,south,Kentucky,11075.0,739.0,11814.0
874,1988,south,Louisiana,25970.0,1494.0,27464.0
875,1988,south,Maryland,20657.0,1105.0,21762.0
876,1988,south,Mississippi,10328.0,557.0,10885.0
877,1988,south,North Carolina,21358.0,1189.0,22547.0
878,1988,south,Oklahoma,12035.0,1008.0,13043.0
879,1988,south,South Carolina,16348.0,1037.0,17385.0
880,1988,south,Tennessee,17574.0,1016.0,18590.0
881,1988,south,Texas,65542.0,4334.0,69876.0
882,1988,south,Virginia,22140.0,1416.0,23556.0
883,1988,south,West Virginia,2699.0,149.0,2848.0
884,1988,west,Alaska,2490.0,125.0,2615.0
885,1988,west,Arizona,16877.0,1224.0,18101.0
886,1988,west,California,127848.0,12539.0,140387.0
887,1988,west,Colorado,9927.0,720.0,10647.0
888,1988,west,Hawaii,2128.0,172.0,2300.0
889,1988,west,Idaho,2263.0,128.0,2391.0
890,1988,west,Montana,1761.0,127.0,1888.0
891,1988,west,Nevada,6617.0,607.0,7224.0
892,1988,west,New Mexico,4690.0,323.0,5013.0
893,1988,west,Oregon,8234.0,576.0,8810.0
894,1988,west,Utah,3037.0,185.0,3222.0
895,1988,west,Washington,10990.0,760.0,11750.0
896,1988,west,Wyoming,1282.0,120.0,1402.0
897,1989,aggregate,Federal,54736.0,4435.0,59171.0
898,1989,aggregate,Midwest,129268.0,7074.0,136342.0
899,1989,aggregate,Northeast,108205.0,5765.0,113970.0
900,1989,aggregate,South,248081.0,14189.0,262270.0
901,1989,aggregate,State Total,617016.0,36177.0,653193.0
902,1989,aggregate,U.S. Total,671752.0,40612.0,712364.0
903,1989,aggregate,West,131462.0,9149.0,140611.0
904,1989,midwest,Illinois,23693.0,1019.0,24712.0
905,1989,midwest,Indiana,11717.0,624.0,12341.0
906,1989,midwest,Iowa,3405.0,179.0,3584.0
907,1989,midwest,Kansas,5370.0,246.0,5616.0
908,1989,midwest,Michigan,30053.0,1586.0,31639.0
909,1989,midwest,Minnesota,2944.0,159.0,3103.0
910,1989,midwest,Missouri,13203.0,718.0,13921.0
911,1989,midwest,Nebraska,2250.0,143.0,2393.0
912,1989,midwest,North Dakota,430.0,21.0,451.0
913,1989,midwest,Ohio,28543.0,1995.0,30538.0
914,1989,midwest,South Dakota,1175.0,81.0,1256.0
915,1989,midwest,Wisconsin,6485.0,303.0,6788.0
916,1989,northeast,Connecticut,8654.0,647.0,9301.0
917,1989,northeast,Maine,1409.0,46.0,1455.0
918,1989,northeast,Massachusetts,7026.0,498.0,7524.0
919,1989,northeast,New Hampshire,1128.0,38.0,1166.0
920,1989,northeast,New Jersey,18553.0,886.0,19439.0
921,1989,northeast,New York,48767.0,2465.0,51232.0
922,1989,northeast,Pennsylvania,19525.0,944.0,20469.0
923,1989,northeast,Rhode Island,2274.0,205.0,2479.0
924,1989,northeast,Vermont,869.0,36.0,905.0
925,1989,south,Alabama,13062.0,845.0,13907.0
926,1989,south,Arkansas,6206.0,443.0,6649.0
927,1989,south,Delaware,3234.0,224.0,3458.0
928,1989,south,District of Columbia,9367.0,587.0,9954.0
929,1989,south,Florida,37448.0,2551.0,39999.0
930,1989,south,Georgia,19775.0,1110.0,20885.0
931,1989,south,Kentucky,7842.0,447.0,8289.0
932,1989,south,Louisiana,16559.0,698.0,17257.0
933,1989,south,Maryland,15786.0,728.0,16514.0
934,1989,south,Mississippi,7509.0,402.0,7911.0
935,1989,south,North Carolina,16611.0,843.0,17454.0
936,1989,south,Oklahoma,10633.0,975.0,11608.0
937,1989,south,South Carolina,14791.0,929.0,15720.0
938,1989,south,Tennessee,10159.0,471.0,10630.0
939,1989,south,Texas,41953.0,2069.0,44022.0
940,1989,south,Virginia,15683.0,794.0,16477.0
941,1989,south,West Virginia,1463.0,73.0,1536.0
942,1989,west,Alaska,2583.0,161.0,2744.0
943,1989,west,Arizona,12471.0,780.0,13251.0
944,1989,west,California,81297.0,6000.0,87297.0
945,1989,west,Colorado,6513.0,395.0,6908.0
946,1989,west,Hawaii,2287.0,172.0,2459.0
947,1989,west,Idaho,1738.0,112.0,1850.0
948,1989,west,Montana,1264.0,64.0,1328.0
949,1989,west,Nevada,4674.0,438.0,5112.0
950,1989,west,New Mexico,2994.0,164.0,3158.0
951,1989,west,Oregon,5816.0,340.0,6156.0
952,1989,west,Utah,2285.0,109.0,2394.0
953,1989,west,Washington,6597.0,331.0,6928.0
954,1989,west,Wyoming,943.0,83.0,1026.0
955,1990,aggregate,Federal,60515.0,5011.0,65526.0
956,1990,aggregate,Midwest,138373.0,7521.0,145894.0
957,1990,aggregate,Northeast,117157.0,6307.0,123464.0
958,1990,aggregate,South,269285.0,15366.0,284651.0
959,1990,aggregate,State Total,669325.0,39068.0,708393.0
960,1990,aggregate,U.S. Total,729840.0,44079.0,773919.0
961,1990,aggregate,West,144510.0,9874.0,154384.0
962,1990,midwest,Illinois,26333.0,1183.0,27516.0
963,1990,midwest,Indiana,12055.0,681.0,12736.0
964,1990,midwest,Iowa,3755.0,212.0,3967.0
965,1990,midwest,Kansas,5491.0,284.0,5775.0
966,1990,midwest,Michigan,32579.0,1688.0,34267.0
967,1990,midwest,Minnesota,3017.0,159.0,3176.0
968,1990,midwest,Missouri,14166.0,777.0,14943.0
969,1990,midwest,Nebraska,2258.0,145.0,2403.0
970,1990,midwest,North Dakota,463.0,20.0,483.0
971,1990,midwest,Ohio,29875.0,1947.0,31822.0
972,1990,midwest,South Dakota,1264.0,77.0,1341.0
973,1990,midwest,Wisconsin,7117.0,348.0,7465.0
974,1990,northeast,Connecticut,9817.0,683.0,10500.0
975,1990,northeast,Maine,1479.0,44.0,1523.0
976,1990,northeast,Massachusetts,7749.0,596.0,8345.0
977,1990,northeast,New Hampshire,1298.0,44.0,1342.0
978,1990,northeast,New Jersey,20087.0,1041.0,21128.0
979,1990,northeast,New York,52204.0,2691.0,54895.0
980,1990,northeast,Pennsylvania,21284.0,1006.0,22290.0
981,1990,northeast,Rhode Island,2226.0,166.0,2392.0
982,1990,northeast,Vermont,1013.0,36.0,1049.0
983,1990,south,Alabama,14710.0,955.0,15665.0
984,1990,south,Arkansas,6887.0,435.0,7322.0
985,1990,south,Delaware,3245.0,226.0,3471.0
986,1990,south,District of Columbia,9341.0,606.0,9947.0
987,1990,south,Florida,41723.0,2664.0,44387.0
988,1990,south,Georgia,21168.0,1243.0,22411.0
989,1990,south,Kentucky,8544.0,479.0,9023.0
990,1990,south,Louisiana,17824.0,775.0,18599.0
991,1990,south,Maryland,16971.0,877.0,17848.0
992,1990,south,Mississippi,7927.0,448.0,8375.0
993,1990,south,North Carolina,17466.0,945.0,18411.0
994,1990,south,Oklahoma,11214.0,1071.0,12285.0
995,1990,south,South Carolina,16266.0,1053.0,17319.0
996,1990,south,Tennessee,9998.0,390.0,10388.0
997,1990,south,Texas,47846.0,2196.0,50042.0
998,1990,south,Virginia,16666.0,927.0,17593.0
999,1990,south,West Virginia,1489.0,76.0,1565.0
1000,1990,west,Alaska,2494.0,128.0,2622.0
1001,1990,west,Arizona,13426.0,835.0,14261.0
1002,1990,west,California,90807.0,6502.0,97309.0
1003,1990,west,Colorado,7238.0,433.0,7671.0
1004,1990,west,Hawaii,2362.0,171.0,2533.0
1005,1990,west,Idaho,1841.0,120.0,1961.0
1006,1990,west,Montana,1349.0,76.0,1425.0
1007,1990,west,Nevada,4916.0,406.0,5322.0
1008,1990,west,New Mexico,2994.0,193.0,3187.0
1009,1990,west,Oregon,6130.0,362.0,6492.0
1010,1990,west,Utah,2371.0,125.0,2496.0
1011,1990,west,Washington,7560.0,435.0,7995.0
1012,1990,west,Wyoming,1022.0,88.0,1110.0
1013,1991,aggregate,Federal,65954.0,5654.0,71608.0
1014,1991,aggregate,Midwest,148563.0,8101.0,156664.0
1015,1991,aggregate,Northeast,124900.0,7226.0,132126.0
1016,1991,aggregate,South,285220.0,16745.0,301965.0
1017,1991,aggregate,State Total,711954.0,41997.0,753951.0
1018,1991,aggregate,U.S. Total,777908.0,47651.0,825559.0
1019,1991,aggregate,West,153271.0,9925.0,163196.0
1020,1991,midwest,Illinois,27858.0,1257.0,29115.0
1021,1991,midwest,Indiana,13013.0,706.0,13719.0
1022,1991,midwest,Iowa,3949.0,196.0,4145.0
